id,wikidataId,placeType,nameType,name,searchKey
https://d-nb.info/gnd/7727140-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Bosansko-Podrinjski Kanton,
https://d-nb.info/gnd/7727140-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Bosansko-Podrinjska Županija,
https://d-nb.info/gnd/7727140-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Bosnisches Podrinje,
https://d-nb.info/gnd/7727141-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Hercegovačko-Neretvanski Kanton,
https://d-nb.info/gnd/7727141-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Hercegovačko-Neretvanska Županija,
https://d-nb.info/gnd/7727141-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Herzegowina-Neretva,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kanton 10,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Livanjski Kanton,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Hercegbosanska Županija,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zapadnobosanski Kanton,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kanton Herceg-Bosna,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kanton Livno,
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Westbosnien (Kanton),
https://d-nb.info/gnd/7727144-0,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Westbosnien,
https://d-nb.info/gnd/7727145-2,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Županija Posavska,
https://d-nb.info/gnd/7727145-2,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Posavski Kanton,
https://d-nb.info/gnd/7727145-2,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Posavina (Kanton),
https://d-nb.info/gnd/7727145-2,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Posavina,
https://d-nb.info/gnd/7727146-4,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sarajevska Županja,
https://d-nb.info/gnd/7727146-4,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sarajevski Kanton,
https://d-nb.info/gnd/7727146-4,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sarajevo (Kanton),
https://d-nb.info/gnd/7727146-4,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sarajevo (Canton),
https://d-nb.info/gnd/7727146-4,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Sarajevo,
https://d-nb.info/gnd/7727147-6,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Tuzlanski Kanton,
https://d-nb.info/gnd/7727147-6,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Tuzla (Kanton),
https://d-nb.info/gnd/7727147-6,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Tuzla,
https://d-nb.info/gnd/7727148-8,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Unsko-Sanski Kanton,
https://d-nb.info/gnd/7727148-8,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Unsko-Sanska Županja,
https://d-nb.info/gnd/7727148-8,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Una-Sana,
https://d-nb.info/gnd/7727169-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zapadno-Hercegovački Kanton,
https://d-nb.info/gnd/7727169-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zapadno-Hercegovačka Županja,
https://d-nb.info/gnd/7727169-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,West-Herzegowina (Kanton),
https://d-nb.info/gnd/7727169-5,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton West-Herzegowina,
https://d-nb.info/gnd/7727170-1,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zeničko-Dobojski Kanton,
https://d-nb.info/gnd/7727170-1,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zeničko-Dobojska Županja,
https://d-nb.info/gnd/7727170-1,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zenica-Doboj (Kanton),
https://d-nb.info/gnd/7727170-1,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Zenica-Doboj,
https://d-nb.info/gnd/7727171-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Srednjobosanski Kanton,
https://d-nb.info/gnd/7727171-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Srednjobosanska Županja,
https://d-nb.info/gnd/7727171-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kanton Mittelbosnien,
https://d-nb.info/gnd/7727171-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zentralbosnien (Kanton),
https://d-nb.info/gnd/7727171-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Zentralbosnien,
https://d-nb.info/gnd/7732091-8,http://www.wikidata.org/entity/Q692422,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Lugano (Kanton),
https://d-nb.info/gnd/7732091-8,http://www.wikidata.org/entity/Q692422,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kanton Lugano,
https://d-nb.info/gnd/7740174-8,http://www.wikidata.org/entity/Q58731,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Estado de Baja California,
