place,label,labelLang,class,higherClass,geoname,gnd,partOf
http://www.wikidata.org/entity/Q152658,Sobibor,ca,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor,da,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor,eo,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor,nds-nl,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor,pt,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor,sl,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor,uz,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór,fy,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór,nb,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór,nl,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór,nn,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór,sv,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobiboras nāves nometne,lv,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór extermination camp,cy,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibór Extermination Camp,en,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor həbs düşərgəsi,az,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,sobibóri megsemmisítő tábor,hu,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibor İmha Kampı,tr,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobibórin tuhoamisleiri,fi,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Sobiboro naikinimo stovykla,lt,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Trại hủy diệt Sobibór,vi,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Vernichtungslager Sobibor,de,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Vornichtungslajer Sobibór,ksh,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Vyhlazovací tábor Sobibor,cs,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Στρατόπεδο εξόντωσης Σομπίμπουρ,el,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,концлагерь Собибор,ru,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Логор Собибор,sr,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Логор Собибор,sr-ec,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Сабібор,be,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Сабібор,be-tarask,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Собибор,ba,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Собибор,bg,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Собибор,mn,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Собибор өлім лагері,kk,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Собібор,uk,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,Սոբիբոր,hy,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,סאביבאר,yi,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,סוביבור,he,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,اردوگاه مرگ سوبیبور,fa,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,کەمپی سۆبیبۆر,ckb,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,معسكر الإبادة سوبيبور,ar,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,सोबिबोर स्याइगु क्याम्प,new,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,സോബിബോർ എക്സ്റ്റർമിനേഷൻ ക്യാമ്പ്,ml,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,ค่ายมรณะซอบีบูร์,th,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,소비보르 강제 수용소,ko,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,ソビボル強制収容所,ja,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布尔集中营,zh,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布尔集中营,zh-cn,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布尔集中营,zh-hans,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布尔集中营,zh-sg,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布爾集中營,zh-hant,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布爾集中營,zh-hk,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152658,索比布爾集中營,zh-tw,http://www.wikidata.org/entity/Q153813,http://www.wikidata.org/entity/Q328468,758724,4254373-3,
http://www.wikidata.org/entity/Q152802,Buchenwald,af,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,br,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,ca,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,da,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,eo,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,eu,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,fi,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,fr,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,fy,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,nb,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,nl,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,nn,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,pl,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,pt,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,ro,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,sl,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald,sv,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald concentration camp,en,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald concentration camp,id,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,buchenwaldi koncentrációs tábor,hu,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwaldi koonduslaager,et,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buchenwald Toplama Kampı,tr,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Būhenvaldes koncentrācijas nometne,lv,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buhenvald həbs düşərgəsi,az,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buxenvald,uz,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Buxenwald,tt,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,campo de concentración de Buchenwald,gl,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Campo de concentración de Buchenwald,es,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,campo di concentramento di Buchenwald,it,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Kampi i përqëndrimit Bukenvaldit,sq,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Koncentracioni logor Buhenvald,sr-el,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Koncentraciske lěhwo Buchenwald,hsb,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Koncentrační tábor Buchenwald,cs,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Koncentračný tábor Buchenwald,sk,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,KZ Buchenwald,de,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,KZ Buchenwald,lb,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Trại tập trung Buchenwald,vi,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Στρατόπεδο συγκέντρωσης Μπούχενβαλντ,el,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухенвалд,bg,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухенвальд,be,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухенвальд,krc,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухенвальд,ky,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухенвальд,ru,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухенвальд,uk,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Бухэнвальд,be-tarask,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Концентрационен логор Бухенвалд,mk,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Концентрациони логор Бухенвалд,sr,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Концентрациони логор Бухенвалд,sr-ec,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,ბუხენვალდის საკონცენტრაციო ბანაკი,ka,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,ბუხენვალდიშ საკონცეტრაციე კარე,xmf,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,Բուխենվալդ համակենտրոնացման ճամբար,hy,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,בוכנוואלד,he,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,اردوگاه کار اجباری بوخنوالد,fa,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,بوخنولڈ عقوبتی کیمپ,pnb,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,معسكر اعتقال بوخنفالد,ar,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,बूख़नवाल्ड यातना शिविर,hi,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,ബുഷൻവാൾട് തടങ്കൽപ്പാളയം,ml,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,ค่ายกักกันบูเคินวัลท์,th,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,부헨발트 강제 수용소,ko,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,ブーヘンヴァルト強制収容所,ja,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦尔德集中营,zh,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦尔德集中营,zh-cn,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦尔德集中营,zh-hans,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦尔德集中营,zh-sg,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦爾德集中營,zh-hant,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦爾德集中營,zh-hk,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q152802,布痕瓦爾德集中營,zh-tw,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,8644023,2077950-1,
http://www.wikidata.org/entity/Q153336,Getto w Mińsku,pl,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Ghetoul Minsk,ro,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,ghetto de Minsk,fr,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Ghetto di Minsk,it,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Ghetto Minsk,cs,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Ghetto Minsk,de,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Ghetto van Minsk,nl,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Gueto de Minsk,ca,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Gueto de Minsk,es,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Gueto de Minsk,pt,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Jetto Minsk,ksh,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minskeko ghettoa,eu,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minsk (Geto),hr,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minsk (Geto),sh,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minsk gettosu,tr,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minsk Ghetto,en,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minski geto,sr-el,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minsko Geto,eo,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Minsks getto,sv,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,minszki gettó,hu,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Γκέτο του Μινσκ,el,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Менскае гета,be-tarask,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Минск (Гето),bg,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Минск (Гето),sr,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Мински гето,sr-ec,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Минское гетто,ru,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Мінскае гета,be,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,Мінськ (Гетто),uk,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,גטו מינסק,he,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,حي اليهود مينسك,ar,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,گتو مینسک,fa,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,ミンスク・ゲットー,ja,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153336,明斯克猶太區,zh,http://www.wikidata.org/entity/Q2583015,http://www.wikidata.org/entity/Q2583015,11524030,4648523-5,
http://www.wikidata.org/entity/Q153598,Camp de concentració de Trawniki,ca,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Campo de concentración de Trawniki,es,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,campo di concentramento di Trawniki,it,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Kamp Trawniki,nl,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Obóz pracy w Trawnikach,pl,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,SS-Ausbildungs- und Arbeitslager Trawniki,de,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Trawniki,fr,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Trawniki concentration camp,en,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Trawniki konsentrasjonsleir,nb,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Zwangsarbeederlajer Trawniki,ksh,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Στρατόπεδο συγκέντρωσης Τραβνίκι,el,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,концлагерь Травники,ru,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Табір військовополонених «Травники»,uk,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,Տրավնիկիի համակենտրոնացման ճամբար,hy,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
http://www.wikidata.org/entity/Q153598,טרווניקי,he,http://www.wikidata.org/entity/Q328468,http://www.wikidata.org/entity/Q328468,,7620628-2,
